Dia;Volum;Nivell;Percent;Entrada;Sortida
1986-01-01;29.8899;596.18;27.314173444;0.5856;2.0
1986-01-02;29.768;596.1;27.202778031999998;0.5894;2.0
1986-01-03;29.6312;596.01;27.077766609;0.4175;2.0
1986-01-04;29.4949;595.92;26.953212099;0.4222;2.0
1986-01-05;29.359;595.83;26.82902312;0.42700000000000005;2.0
1986-01-06;29.2536;595.76;26.732705839;0.7798;2.0
1986-01-07;29.1334;595.68;26.622863930999998;0.609;2.0
1986-01-08;29.0135;595.6;26.513296171;0.6127;2.0
1986-01-09;28.894000000000002;595.52;26.404093941;0.6164;2.0
1986-01-10;28.7748;595.44;26.295165859;0.6202;2.0
1986-01-11;28.6411;595.35;26.172987298000002;0.4521;2.0
1986-01-12;28.5225;595.27;26.064607512;0.628;2.0
1986-01-13;28.4043;595.19;25.956593255999998;0.6317;2.0
1986-01-14;28.2864;595.11;25.848853148000003;0.6354;2.0
1986-01-15;28.1688;595.03;25.741387188;0.6391;2.0
1986-01-16;28.0516;594.95;25.634286759000002;0.6428;2.0
1986-01-17;27.9346;594.87;25.527369094;0.6465;2.0
1986-01-18;27.818;594.79;25.420816961;0.6502;2.0
1986-01-19;27.7017;594.71;25.314538975;0.6539;2.0
1986-01-20;27.5857;594.63;25.208535137;0.6575;2.0
1986-01-21;27.4556;594.54;25.089646349000002;0.4941;2.0
1986-01-22;27.3115;594.44;24.957963995;0.3322;2.0
1986-01-23;27.1679;594.34;24.826738554000002;0.3379;2.0
1986-01-24;27.0248;594.24;24.695970026999998;0.3436;2.0
1986-01-25;26.8822;594.14;24.565658411999998;0.3493;2.0
1986-01-26;26.74;594.04;24.435712328;0.355;2.0
1986-01-27;26.5984;593.94;24.306314539000002;0.3607;2.0
1986-01-28;26.4573;593.84;24.177373664;0.3664;2.0
1986-01-29;26.3587;593.77;24.087270400999998;0.8598;2.0
1986-01-30;26.2324;593.68;23.971854153000002;0.5381;2.0
1986-01-31;26.1205;593.6;23.869597003000003;0.7044;2.0
1986-02-01;25.980999999999998;593.5;23.742118249;0.3855;2.0
1986-02-02;25.8559;593.41;23.627798593;0.5518;2.0
1986-02-03;25.7312;593.32;23.513844467;0.5564;2.0
1986-02-04;25.6068;593.23;23.400164489;0.5609;2.0
1986-02-05;25.4829;593.14;23.286941424000002;0.5654;2.0
1986-02-06;25.3593;593.05;23.173992506999998;0.57;2.0
1986-02-07;25.2362;592.96;23.061500503;0.5745;2.0
1986-02-08;25.1134;592.87;22.949282646;0.579;2.0
1986-02-09;24.991;592.78;22.837430321;0.5835;2.0
1986-02-10;24.8555;592.68;22.713606872;0.4314;2.0
1986-02-11;24.7474;592.6;22.614822261;0.7491;2.0
1986-02-12;24.6396;592.52;22.516311796999997;0.7527;2.0
1986-02-13;24.5187;592.43;22.405830210999998;0.601;2.0
1986-02-14;24.3983;592.34;22.295805538000003;0.6055;2.0
1986-02-15;24.2648;592.24;22.173809741;0.4558;2.0
1986-02-16;24.1319;592.14;22.052362240999997;0.4613;2.0
1986-02-17;24.0524;592.08;21.979713059;1.0794;2.0
1986-02-18;24.1186;592.13;22.040208351999997;2.767;2.0
1986-02-19;24.1319;592.14;22.052362240999997;2.1536;2.0
1986-02-20;24.1452;592.15;22.064516129;2.1536;2.0
1986-02-21;24.0921;592.11;22.015991958;1.3858;2.0
1986-02-22;24.0126;592.05;21.943342775999998;1.0804;2.0
1986-02-23;23.9202;591.98;21.858905236;0.9296;2.0
1986-02-24;23.8411;591.92;21.786621585;1.0847;2.0
1986-02-25;23.8674;591.94;21.810655213;2.3049;2.0
1986-02-26;23.8411;591.92;21.786621585;1.6951;2.0
1986-02-27;23.7885;591.88;21.738554327;1.3909;2.0
1986-02-28;23.7622;591.86;21.714520698;1.6958;2.0
1986-03-01;23.8938;591.96;21.834780225;3.5234;2.0
1986-03-02;24.0126;592.05;21.943342775999998;3.3757;2.0
1986-03-03;24.2915;592.26;22.198208900999997;5.2273;2.0
1986-03-04;24.4651;592.39;22.356849126999997;4.01;2.0
1986-03-05;24.6262;592.51;22.504066527;3.8637;2.0
1986-03-06;24.8014;592.64;22.664168875;4.0280000000000005;2.0
1986-03-07;24.9367;592.74;22.787809559;3.5664;2.0
1986-03-08;25.0182;592.8;22.862286393;2.9425;2.0
1986-03-09;25.0317;592.81;22.874623046999996;2.1573;2.0
1986-03-10;25.0453;592.82;22.887051083000003;2.1573;2.0
1986-03-11;25.0453;592.82;22.887051083000003;2.0;2.0
1986-03-12;24.991;592.78;22.837430321;1.371;2.0
1986-03-13;24.9367;592.74;22.787809559;1.8719;2.5
1986-03-14;24.8555;592.68;22.713606872;1.5178;2.4583
1986-03-15;24.7474;592.6;22.614822261;0.7491;2.0
1986-03-16;24.6396;592.52;22.516311796999997;0.7527;2.0
1986-03-17;24.5322;592.44;22.418166865;0.7562;2.0
1986-03-18;24.4384;592.37;22.332449968000002;0.9146;2.0
1986-03-19;24.3582;592.31;22.259161108;1.0718;2.0
1986-03-20;24.3315;592.29;22.234761948000003;1.6909999999999998;2.0
1986-03-21;24.2648;592.24;22.173809741;1.2286;2.0
1986-03-22;24.1983;592.19;22.1130403;1.2299;2.0
1986-03-23;24.0921;592.11;22.015991958;0.7708;2.0
1986-03-24;24.0126;592.05;21.943342775999998;1.0804;2.0
1986-03-25;23.9466;592.0;21.883030248;1.2352;2.0
1986-03-26;23.9466;592.0;21.883030248;2.0;2.0
1986-03-27;23.8674;591.94;21.810655213;1.084;2.0
1986-03-28;23.7753;591.87;21.726491821;0.9338;2.0
1986-03-29;23.7097;591.82;21.666544823000002;1.2401;2.0
1986-03-30;23.6834;591.8;21.642511194;1.6964;2.0
1986-03-31;23.6441;591.77;21.606597825;1.545;2.0
1986-04-01;23.5787;591.72;21.546833592;1.2428;2.0
1986-04-02;23.5526;591.7;21.522982729000002;1.6975;2.0
1986-04-03;23.5395;591.69;21.511011606;1.8488;2.0
1986-04-04;23.5264;591.68;21.499040483;1.8489;2.0
1986-04-05;23.5134;591.67;21.487160741999997;1.8489;2.0
1986-04-06;23.5656;591.71;21.534862469;2.6045;2.0
1986-04-07;24.3849;592.33;22.283560267;11.4823;2.0
1986-04-08;26.5701;593.92;24.280453258;27.2922;2.0
1986-04-09;27.6147;594.65;25.235036095999998;14.0895;2.0
1986-04-10;28.3158;595.13;25.875719638000003;10.1154;2.0
1986-04-11;28.8046;595.46;26.32239788;7.6565;2.0
1986-04-12;29.4647;595.9;26.925614548000002;9.6403;2.0
1986-04-13;30.2728;596.43;27.664077491999997;11.3534;2.0
1986-04-14;30.9546;596.87;28.287124189;9.8907;2.0
1986-04-15;31.5198;597.23;28.803618752;8.5414;2.0
1986-04-16;31.9958;597.53;29.238600018000003;7.5102;2.0
1986-04-17;32.4444;597.81;29.648542446999997;7.1915;2.0
1986-04-18;32.7835;598.02;29.958420908;5.9246;2.0
1986-04-19;33.076;598.2;30.225715069;5.3851;2.0
1986-04-20;33.321;598.35;30.449602486;4.8359;2.0
1986-04-21;33.5343;598.48;30.644521612;4.4688;2.0
1986-04-22;33.8146;598.65;30.900667093000003;5.2439;2.0
1986-04-23;34.2462;598.91;31.295074476999996;6.9954;2.0
1986-04-24;34.5974;599.12;31.616010235;6.0649;2.0
1986-04-25;34.9003;599.3;31.892808188000004;5.5057;2.0
1986-04-26;36.2155;600.07;33.094672393;17.2224;2.0
1986-04-27;37.4564;600.78;34.228639313;16.3629;2.0
1986-04-28;38.8694;601.57;35.51987572;18.3537;2.0
1986-04-29;39.8549;602.11;36.42045143;13.4064;2.0
1986-04-30;40.5209;602.47;37.029059673;9.7079;2.0
1986-05-01;41.1377;602.8;37.592707667;9.1388;2.0
1986-05-02;41.7226;603.11;38.127204606;8.7703;2.0
1986-05-03;42.4278;603.48;38.771634835;10.1624;2.0
1986-05-04;43.044;603.8;39.334734533;9.1313;2.0
1986-05-05;43.5879;604.08;39.831764598;8.295;2.0
1986-05-06;44.1166;604.35;40.314904505;8.119;2.0
1986-05-07;44.7287;604.66;40.874257516;9.0849;2.0
1986-05-08;45.2863;604.94;41.383807;8.454;2.0
1986-05-09;45.8283;605.21;41.879100795;8.2729;2.0
1986-05-10;46.4151;605.5;42.415334003000005;8.7918;2.0
1986-05-11;47.0068;605.79;42.95604496;8.8482;2.0
1986-05-12;47.6034;606.08;43.501233665;8.9048;2.0
1986-05-13;48.1632;606.35;44.012793566999996;8.4797;2.0
1986-05-14;48.7903;606.65;44.585853971000006;9.2576;2.0
1986-05-15;49.3591;606.92;45.105638308;8.5842;2.0
1986-05-16;49.8471;607.15;45.551585488;7.648;2.0
1986-05-17;50.3811;607.4;46.039568673999995;8.1803;2.0
1986-05-18;50.81100000000001;607.6;46.432422553;6.9751;2.0
1986-05-19;51.2432;607.8;46.827378233000005;7.0027;2.0
1986-05-20;51.6125;607.97;47.164854245;6.274;2.0
1986-05-21;51.9397;608.12;47.463858173999995;5.7878;2.0
1986-05-22;52.2245;608.25;47.724115873;5.2954;2.0
1986-05-23;52.4882;608.37;47.96509184;5.0523;2.0
1986-05-24;52.7969;608.51;48.247189983999995;5.5737;2.0
1986-05-25;53.0625;608.63;48.489902221;5.0741;2.0
1986-05-26;53.2401;608.71;48.652197752;4.055;2.0
1986-05-27;53.4848;608.82;48.875811021000004;4.8329;2.0
1986-05-28;54.7196;609.37;50.004203600000004;16.2916;2.0
1986-05-29;56.8032;610.28;51.90825185;26.1149;2.0
1986-05-30;58.5823;611.04;53.53404002600001;22.5919;2.0
1986-05-31;59.5809;611.46;54.44658685899999;13.5577;2.0
1986-06-01;60.2768;611.75;55.082518505;10.0547;2.0
1986-06-02;60.7356;611.94;55.501781961000006;7.3103;2.0
1986-06-03;61.1238;612.1;55.856529288000004;6.4922;2.0
1986-06-04;61.4159;612.22;56.123457918;5.3814;2.0
1986-06-05;61.6601;612.32;56.346614274;4.8259;2.0
1986-06-06;61.7824;612.37;56.458375217;3.4157;2.0
1986-06-07;61.8558;612.4;56.52545005899999;3.8503;3.0
1986-06-08;61.9049;612.42;56.570318925;3.5672;3.0
1986-06-09;61.9049;612.42;56.570318925;3.0;3.0
1986-06-10;61.8558;612.4;56.52545005899999;2.4328;3.0
1986-06-11;61.8558;612.4;56.52545005899999;3.0;3.0
1986-06-12;61.8069;612.38;56.480763958999994;2.4331;3.0
1986-06-13;61.7579;612.36;56.435986475;2.4334;3.0
1986-06-14;61.6845;612.33;56.368911633;2.1506;3.0
1986-06-15;61.5868;612.29;56.279630813999994;1.8685;3.0
1986-06-16;61.5135;612.26;56.212647354;2.1521;3.0
1986-06-17;61.4403;612.23;56.145755277;2.1528;3.0
1986-06-18;61.3672;612.2;56.078954583000005;2.1534;3.0
1986-06-19;61.3184;612.18;56.034359865;2.436;3.0
1986-06-20;61.3672;612.2;56.078954583000005;3.5639999999999996;3.0
1986-06-21;61.3428;612.19;56.056657224;2.718;3.0
1986-06-22;61.221000000000004;612.14;55.945353194;1.5909;3.0
1986-06-23;61.0995;612.09;55.834323311999995;1.5927;3.0
1986-06-24;60.9295;612.02;55.678972859;1.0329;3.0
1986-06-25;60.7356;611.94;55.501781961000006;0.7562;3.0
1986-06-26;60.5663;611.87;55.347071187;1.0405;3.0
1986-06-27;60.3973;611.8;55.192634561000006;1.0441;3.0
1986-06-28;60.2046;611.72;55.016540254;0.769;3.0
1986-06-29;60.0363;611.65;54.862743306000006;1.0517;3.0
1986-06-30;59.8442;611.57;54.687197295;0.7777;3.0
1986-07-01;59.6526;611.49;54.512108196999996;0.7824;3.0
1986-07-02;59.4376;611.4;54.315635566000005;0.5107;3.0
1986-07-03;59.1754;611.29;54.076030339;0.3613;3.3958
1986-07-04;58.9377;611.19;53.858813854;0.7489;3.5
1986-07-05;58.6533;611.07;53.598921685;0.2082;3.5
1986-07-06;58.3697;610.95;53.339760578;0.2185;3.5
1986-07-07;58.0636;610.82;53.060038381000005;0.0;3.5432
1986-07-08;57.7351;610.68;52.759846476999996;0.0;3.8022
1986-07-09;57.4078;610.54;52.460751165;0.0;3.7882
1986-07-10;57.1282;610.42;52.205245362;0.2641;3.5
1986-07-11;56.8263;610.29;51.929361235;0.0061;3.5
1986-07-12;56.5717;610.18;51.696701087;0.5529999999999999;3.5
1986-07-13;56.2948;610.06;51.443662615;0.2949;3.5
1986-07-14;55.9958;609.93;51.170428584;0.0394;3.5
1986-07-15;55.6978;609.8;50.89810838;0.0514;3.5
1986-07-16;55.4009;609.67;50.626793383999996;0.0633;3.5
1986-07-17;55.105;609.54;50.356392213999996;0.0753;3.5
1986-07-18;54.7875;609.4;50.066252399;0.0;3.6748
1986-07-19;54.7196;609.37;50.004203600000004;2.7143;3.5
1986-07-20;54.4261;609.24;49.735995614;0.1028;3.5
1986-07-21;54.1336;609.11;49.468701453;0.1147;3.5
1986-07-22;53.8422;608.98;49.202412501000005;0.1266;3.5
1986-07-23;53.5517;608.85;48.936945993;0.1384;3.5
1986-07-24;53.2179;608.7;48.631910811000004;0.0422;3.9063
1986-07-25;52.8854;608.55;48.328063602;0.1517;4.0
1986-07-26;52.5542;608.4;48.025404368000004;0.1674;4.0
1986-07-27;52.2245;608.25;47.724115873;0.183;4.0
1986-07-28;51.896;608.1;47.42392397;0.1987;4.0
1986-07-29;51.5689;607.95;47.125011423000004;0.2143;4.0
1986-07-30;51.2215;607.79;46.807548204;0.001;4.022
1986-07-31;50.8756;607.63;46.491455725;0.001;4.0043
1986-08-01;50.5313;607.47;46.176825368;0.0144;4.0
1986-08-02;50.1884;607.31;45.863474366999995;0.032;4.0
1986-08-03;49.8471;607.15;45.551585488;0.0496;4.0
1986-08-04;49.5073;606.99;45.241067349;0.0671;4.0
1986-08-05;49.169;606.83;44.931919949;0.0846;4.0
1986-08-06;48.8322;606.67;44.624143288;0.1021;4.0
1986-08-07;48.497;606.51;44.31782874899999;0.1195;4.0
1986-08-08;48.1736;606.355;44.022297359;0.2574;4.0
1986-08-09;47.8517;606.2;43.728136708;0.2736;4.0
1986-08-10;47.5208;606.04;43.425751622;0.1705;4.0
1986-08-11;47.2119;605.89;43.143470711999996;0.4255;4.0
1986-08-12;46.9863;605.78;42.937311523000005;1.3884;4.0
1986-08-13;46.6593;605.62;42.638490359;0.2158;4.0
1986-08-14;46.3339;605.46;42.341131317;0.233;4.0
1986-08-15;46.0099;605.3;42.045051631;0.2501;4.0
1986-08-16;45.6673;605.13;41.731974778;0.0345;4.0
1986-08-17;45.3263;604.96;41.420360048;0.0538;4.0
1986-08-18;45.0069;604.8;41.128483962;0.3035;4.0
1986-08-19;44.6692;604.63;40.819884858;0.0911;4.0
1986-08-20;44.3331;604.46;40.512747875;0.1103;4.0
1986-08-21;44.0183;604.3;40.225075391;0.3565;4.0
1986-08-22;43.6855;604.13;39.920954035;0.1473;4.0
1986-08-23;43.3542;603.96;39.618203418;0.1663;4.0
1986-08-24;43.0247;603.79;39.317097688000004;0.1853;4.0
1986-08-25;42.6967;603.62;39.017362698;0.2042;4.0
1986-08-26;42.3704;603.45;38.719181211999995;0.2231;4.0
1986-08-27;42.0457;603.28;38.422461848000005;0.242;4.0
1986-08-28;41.7985;603.15;38.196564014;1.1389;4.0
1986-08-29;41.5522;603.02;37.971488623;1.1499;4.0
1986-08-30;41.2128;602.84;37.661336014;0.0718;4.0
1986-08-31;40.894;602.67;37.370008224;0.3093;4.0
1986-09-01;40.5581;602.49;37.063054007;0.1125;4.0
1986-09-02;40.2425;602.32;36.774650461;0.3476;4.0
1986-09-03;39.9101;602.14;36.470894636;0.153;4.0
1986-09-04;39.5795;601.96;36.168783696999995;0.1737;4.0
1986-09-05;39.269;601.79;35.885040665;0.4053;4.0
1986-09-06;38.9237;601.6;35.569496482;0.0042;4.0
1986-09-07;38.6165;601.43;35.288769076;0.4443;4.0
1986-09-08;38.293;601.25;34.993146304;0.2551;4.0
1986-09-09;37.989000000000004;601.08;34.715343141999995;0.48200000000000004;4.0
1986-09-10;37.8465;601.0;34.58512291;2.3508;4.0
1986-09-11;37.5272;600.82;34.293338207;0.304;4.0
1986-09-12;37.28;600.68;34.067440373000004;1.1394;4.0
1986-09-13;37.1392;600.6;33.938773645;2.3709;4.0
1986-09-14;36.9463;600.49;33.762496573;1.7665;4.0
1986-09-15;36.6668;600.33;33.507082153;0.7648;4.0
1986-09-16;36.3713;600.16;33.237046514;0.5801;4.0
1986-09-17;36.0601;599.98;32.952663803;0.3986;4.0
1986-09-18;35.7507;599.8;32.66992598;0.4187;4.0
1986-09-19;35.443000000000005;599.62;32.388741661;0.4388;4.0
1986-09-20;35.1201;599.43;32.093667185;0.2626;4.0
1986-09-21;34.7991;599.24;31.800328977;0.2849;4.0
1986-09-22;34.48;599.05;31.50872704;0.3071;4.0
1986-09-23;34.2295;598.9;31.279813579000002;0.2668;3.1667
1986-09-24;34.0797;598.81;31.142922415999998;1.2667;3.0
1986-09-25;33.9967;598.76;31.067074841999997;2.0392;3.0
1986-09-26;33.8311;598.66;30.915745225;1.083;3.0
1986-09-27;33.633;598.54;30.734716257;0.7076;3.0
1986-09-28;33.4029;598.4;30.524444851;0.3366;3.0
1986-09-29;33.1575;598.25;30.300191903;0.1596;3.0
1986-09-30;32.9133;598.1;30.077035548;0.1732;3.0
1986-10-01;32.6864;597.96;29.869688385;0.3739;3.0
1986-10-02;33.5672;598.5;30.674586494;13.1946;3.0
1986-10-03;35.8193;599.84;32.732614457;29.0663;3.0
1986-10-04;37.0164;600.53;33.826555789000004;16.855;3.0
1986-10-05;37.6511;600.89;34.406561272;10.3468;3.0
1986-10-06;37.989000000000004;601.08;34.715343141999995;6.9103;3.0
1986-10-07;38.2213;601.21;34.927624965999996;5.6886;3.0
1986-10-08;38.3826;601.3;35.07502513;4.8676;3.0
1986-10-09;38.4725;601.35;35.157178105;4.0398;3.0
1986-10-10;38.5085;601.37;35.190075848;3.4164;3.0
1986-10-11;38.4905;601.36;35.173626976;2.7918;3.0
1986-10-12;38.4186;601.32;35.107922873;2.1678;3.0
1986-10-13;38.3468;601.28;35.042310153;2.1688;3.0
1986-10-14;38.6165;601.43;35.288769076;6.1222;3.0
1986-10-15;39.3419;601.83;35.951658595;11.3957;3.0
1986-10-16;40.2055;602.3;36.740838892;12.9953;3.0
1986-10-17;40.9127;602.68;37.387096774;11.185;3.0
1986-10-18;41.42;602.95;37.850680800999996;8.8722;3.0
1986-10-19;41.7605;603.13;38.161838618000004;6.941;3.0
1986-10-20;42.1029;603.31;38.474732706;6.9621;3.0
1986-10-21;42.2747;603.4;38.631728045;4.9889;3.0
1986-10-22;42.3895;603.46;38.736635291999995;4.3289;3.0
1986-10-23;42.446999999999996;603.49;38.789180298000005;3.6653;3.0
1986-10-24;42.4662;603.5;38.806725760999996;3.2219;3.0
1986-10-25;42.446999999999996;603.49;38.789180298000005;2.7781;3.0
1986-10-26;42.3704;603.45;38.719181211999995;2.113;3.0
1986-10-27;42.2747;603.4;38.631728045;1.8927;3.0
1986-10-28;42.1219;603.32;38.492095403;1.2318;3.0
1986-10-29;42.0076;603.26;38.38764507;1.6766;3.0
1986-10-30;41.8744;603.19;38.265923421;1.459;3.0
1986-10-31;41.7226;603.11;38.127204606;1.2427;3.0
1986-11-01;41.5333;603.01;37.954217308000004;0.8092;3.0
1986-11-02;41.3446;602.91;37.781778306;0.8157;3.0
1986-11-03;41.1564;602.81;37.609796216999996;0.8222;3.0
1986-11-04;40.9501;602.7;37.421273874;0.6119;3.0
1986-11-05;40.7258;602.58;37.216302659;0.4037;3.0
1986-11-06;40.4837;602.45;36.995065339;0.1978;3.0
1986-11-07;40.2425;602.32;36.774650461;0.2087;3.0
1986-11-08;40.0207;602.2;36.571963812;0.433;3.0
1986-11-09;39.7814;602.07;36.353285205;0.2295;3.0
1986-11-10;39.5612;601.95;36.152060678000005;0.4522;3.0
1986-11-11;39.3237;601.82;35.935026958;0.2503;3.0
1986-11-12;39.1052;601.7;35.735355935;0.4714;3.0
1986-11-13;38.8875;601.58;35.536415974;0.4805;3.0
1986-11-14;38.6706;601.46;35.338207073;0.4897;3.0
1986-11-15;38.5445;601.39;35.22297359;1.5399;3.0
1986-11-16;38.4725;601.35;35.157178105;2.167;3.0
1986-11-17;38.3647;601.29;35.058667641;1.7525;3.0
1986-11-18;38.2213;601.21;34.927624965999996;1.3402;3.0
1986-11-19;38.0425;601.11;34.764232843;0.9309;3.0
1986-11-20;37.8465;601.0;34.58512291;0.7313;3.0
1986-11-21;37.6334;600.88;34.390386548;0.5337;3.0
1986-11-22;37.4211;600.76;34.196381248;0.5428;3.0
1986-11-23;37.2096;600.64;34.003107009000004;0.5518;3.0
1986-11-24;36.9813;600.51;33.79448049;0.358;3.0
1986-11-25;36.7365;600.37;33.570775838;0.1666;3.0
1986-11-26;36.4928;600.23;33.348076395999996;0.1788;3.0
1986-11-27;36.2501;600.09;33.126290779;0.1911;3.0
1986-11-28;36.0084;599.95;32.905418989;0.2032;3.0
1986-11-29;35.7678;599.81;32.685552408;0.2154;3.0
1986-11-30;35.5112;599.66;32.451064608;0.03;3.0
1986-12-01;35.2728;599.52;32.233208444;0.2405;3.0
1986-12-02;35.0185;599.37;32.000822444;0.0569;3.0
1986-12-03;34.7654;599.22;31.769533035;0.0707;3.0
1986-12-04;34.48;599.05;31.50872704;0.0;3.3032
1986-12-05;34.2295;598.9;31.279813579000002;0.1002;3.0
1986-12-06;33.9801;598.75;31.051905328;0.1139;3.0
1986-12-07;33.732;598.6;30.82518505;0.1277;3.0
1986-12-08;33.485;598.45;30.599469981;0.1413;3.0
1986-12-09;33.2882;598.33;30.419628987;0.7229;3.0
1986-12-10;33.0597;598.19;30.210819702;0.3544;3.0
1986-12-11;32.8321;598.05;30.002832860999998;0.3663;3.0
1986-12-12;32.5894;597.9;29.781047245;0.1913;3.0
1986-12-13;32.3479;597.75;29.56035822;0.2049;3.0
1986-12-14;32.1236;597.61;29.355387005;0.4034;3.0
1986-12-15;31.9003;597.47;29.151329617;0.4152;3.0
1986-12-16;31.6621;597.32;28.933656219;0.2435;3.0
1986-12-17;31.4251;597.17;28.717079411;0.257;3.0
1986-12-18;31.1893;597.02;28.501599196;0.2704;3.0
1986-12-19;30.939;596.86;28.2728685;0.1032;3.0
1986-12-20;30.7055;596.71;28.059490085;0.298;3.0
1986-12-21;30.4732;596.56;27.847208261;0.3113;3.0
1986-12-22;30.2267;596.4;27.621950105;0.1467;3.0
1986-12-23;29.9815;596.24;27.397879923;0.1618;3.0
1986-12-24;29.7376;596.08;27.174997715;0.1768;3.0
1986-12-25;29.4949;595.92;26.953212099;0.1918;3.0
1986-12-26;29.2837;595.78;26.760212008000003;0.5551;3.0
1986-12-27;29.0285;595.61;26.527003564;0.0466;3.0
1986-12-28;28.7748;595.44;26.295165859;0.0634;3.0
1986-12-29;28.5225;595.27;26.064607512;0.0802;3.0
1986-12-30;28.2717;595.1;25.835419903000002;0.0969;3.0
1986-12-31;28.0223;594.93;25.607511651;0.1136;3.0
1987-01-01;27.7889;594.77;25.394224618000003;0.2985;3.0
1987-01-02;27.5568;594.61;25.18212556;0.3132;3.0
1987-01-03;27.3259;594.45;24.971123092;0.3279;3.0
1987-01-04;27.081999999999997;594.28;24.748240885;0.1769;3.0
1987-01-05;26.8395;594.11;24.526638033;0.1934;3.0
1987-01-06;26.5984;593.94;24.306314539000002;0.2098;3.0
1987-01-07;26.3587;593.77;24.087270400999998;0.2262;3.0
1987-01-08;26.1205;593.6;23.869597003000003;0.2425;3.0
1987-01-09;25.8698;593.42;23.640500777;0.098;3.0
1987-01-10;25.6206;593.24;23.41277529;0.1162;3.0
1987-01-11;25.3867;593.07;23.199031344;0.2931;3.0
1987-01-12;25.1543;592.9;22.986658138000003;0.3093;3.0
1987-01-13;24.9096;592.72;22.763044869;0.1685;3.0
1987-01-14;24.7474;592.6;22.614822261;1.1224;3.0
1987-01-15;24.5859;592.48;22.467239331;1.1303;3.0
1987-01-16;24.3715;592.32;22.271314995999997;0.5195;3.0
1987-01-17;24.1319;592.14;22.052362240999997;0.2263;3.0
1987-01-18;23.906999999999996;591.97;21.846842731;0.3968;3.0
1987-01-19;23.7097;591.82;21.666544823000002;0.7162;3.0
1987-01-20;23.4222;591.6;21.403819793;0.6727;4.0
1987-01-21;23.1628;591.4;21.16677328;0.9981;4.0
1987-01-22;22.9181;591.21;20.943160011;1.1683;4.0
1987-01-23;22.6752;591.02;20.721191629;1.1878;4.0
1987-01-24;22.4339;590.83;20.50068537;1.2073;4.0
1987-01-25;22.1817;590.63;20.270218404;1.0813;4.0
1987-01-26;21.9439;590.44;20.052910536;1.2471;4.0
1987-01-27;21.6953;590.24;19.825733346;1.1231;4.0
1987-01-28;21.5471;590.12;19.690304304;2.2841;4.0
1987-01-29;21.4609;590.05;19.611532487;3.0026;4.0
1987-01-30;21.3014;589.92;19.465777209000002;2.0296;3.875
1987-01-31;21.1549;589.8;19.331901672;0.4711;2.1667
1987-02-01;21.0455;589.71;19.231929087;0.7333;2.0
1987-02-02;20.9122;589.6;19.110116056;0.4577;2.0
1987-02-03;20.9364;589.62;19.13223065;2.28;2.0
1987-02-04;20.9606;589.64;19.154345244;2.2802;2.0
1987-02-05;21.0334;589.7;19.22087179;4.0084;3.1667
1987-02-06;20.9727;589.65;19.16540254;2.2984;3.0
1987-02-07;20.9002;589.59;19.099150142;2.1598;3.0
1987-02-08;20.7916;589.5;18.999908617;1.7433;3.0
1987-02-09;20.6594;589.39;18.879100795;1.4698;3.0
1987-02-10;20.5516;589.3;18.780590332;1.7528;3.0
1987-02-11;20.5516;589.3;18.780590332;3.0;3.0
1987-02-12;20.5038;589.26;18.73690944;2.447;3.0
1987-02-13;20.4085;589.18;18.649821804000002;1.8966;3.0
1987-02-14;20.2897;589.08;18.541259252;1.6254;3.0
1987-02-15;20.1596;588.97;18.422370465;1.494;3.0
1987-02-16;20.0183;588.85;18.293246824;1.3643;3.0
1987-02-17;19.8425;588.7;18.13259618;0.9659;3.0
1987-02-18;19.6678;588.55;17.972950745;0.9776;3.0
1987-02-19;19.5287;588.43;17.845837522;1.3904;3.0
1987-02-20;19.3558;588.28;17.687836973;0.1318;2.1333
1987-02-21;19.2411;588.18;17.583021109;0.3721;1.7
1987-02-22;19.160999999999998;588.11;17.509823632;0.7735;1.7
1987-02-23;19.0926;588.05;17.44731792;0.9079;1.7
1987-02-24;18.9562;587.93;17.322672028;0.4213;2.0
1987-02-25;18.7753;587.77;17.15736087;0.3065;2.4
1987-02-26;18.5956;587.61;16.993146304;0.3195;2.4
1987-02-27;18.4058;587.44;16.819702093;0.2038;2.4
1987-02-28;18.2173;587.27;16.647445855999997;0.2184;2.4
1987-03-01;18.0301;587.1;16.476377593;0.233;2.4
1987-03-02;17.855;586.94;16.316366627;0.3738;2.4
1987-03-03;17.7679;586.86;16.236772366;0.9917;2.0
1987-03-04;17.6811;586.78;16.157452253;0.7949;1.8
1987-03-05;17.6269;586.73;16.107922873;2.1235;2.75
1987-03-06;17.5513;586.66;16.038837613;1.9999;2.875
1987-03-07;17.4008;586.52;15.901306771;0.2572;2.0
1987-03-08;17.2404;586.37;15.754729050999998;0.1436;2.0
1987-03-09;17.0915;586.23;15.618660331;0.2774;2.0
1987-03-10;16.9435;586.09;15.483414055;0.2871;2.0
1987-03-11;16.933;586.08;15.47381888;0.9197;1.0417
1987-03-12;16.9541;586.1;15.493100612000001;1.244;1.0
1987-03-13;17.0598;586.2;15.589692041;2.123;0.9
1987-03-14;17.1765;586.31;15.696335557000001;2.251;0.9
1987-03-15;17.2617;586.39;15.774193548;1.8863;0.9
1987-03-16;17.2937;586.42;15.803435985999998;1.2707;0.9
1987-03-17;17.3151;586.44;15.822991867;1.1474;0.9
1987-03-18;17.3365;586.46;15.842547747000001;1.1476;0.9
