Dia;Dia;TM;TX;TN;HRM;PPT;PM;Volum
2007-01-01;2007-01-01;5.0;11.9;2.6;86.0;0.0;930.5;45.9998
2007-01-02;2007-01-02;4.1;9.2;0.4;90.0;0.0;931.0;45.6842
2007-01-03;2007-01-03;3.4;11.7;-1.2;85.0;0.0;931.0;45.3899
2007-01-04;2007-01-04;6.1;13.8;2.2;71.0;0.0;925.2;45.0581
2007-01-05;2007-01-05;4.8;11.9;1.2;76.0;0.0;925.6;44.7474
2007-01-06;2007-01-06;5.7;13.4;1.0;78.0;0.0;926.8;44.4769
2007-01-07;2007-01-07;7.1;14.3;1.9;71.0;0.0;924.6;44.0925
2007-01-08;2007-01-08;4.1;9.5;0.4;84.0;0.0;921.4;43.825
2007-01-09;2007-01-09;8.1;15.8;2.5;72.0;0.0;923.6;43.5207
2007-01-10;2007-01-10;6.9;13.7;4.2;84.0;0.0;925.2;43.1991
2007-01-11;2007-01-11;6.1;13.4;2.5;85.0;0.0;930.6;42.8794
2007-01-12;2007-01-12;8.6;16.7;3.7;70.0;0.0;930.7;42.5615
2007-01-13;2007-01-13;11.2;19.1;6.4;55.0;0.0;927.5;42.2454
2007-01-14;2007-01-14;8.5;15.2;4.7;76.0;0.0;928.5;41.9496
2007-01-15;2007-01-15;5.7;8.6;3.8;90.0;0.0;925.9;41.6371
2007-01-16;2007-01-16;5.9;9.1;3.1;87.0;0.0;923.4;41.3081
2007-01-17;2007-01-17;4.0;10.8;0.2;93.0;0.0;925.8;40.9992
2007-01-18;2007-01-18;5.3;12.1;0.9;85.0;0.0;927.4;40.6741
2007-01-19;2007-01-19;9.1;20.4;4.3;79.0;0.0;929.3;40.3688
2007-01-20;2007-01-20;10.4;18.8;6.4;79.0;0.0;925.5;40.1901
2007-01-21;2007-01-21;7.0;11.7;4.8;93.0;0.0;921.7;40.0475
2007-01-22;2007-01-22;5.7;7.1;2.8;96.0;9.6;909.1;39.9054
2007-01-23;2007-01-23;1.8;7.5;-0.5;79.0;1.0;901.7;39.799
2007-01-24;2007-01-24;-0.6;6.2;-5.5;44.0;0.0;905.6;39.6222
2007-01-25;2007-01-25;-2.3;4.1;-6.8;82.0;0.0;906.5;39.4812
2007-01-26;2007-01-26;-1.2;8.2;-5.2;76.0;0.0;915.2;39.323
2007-01-27;2007-01-27;-2.4;6.4;-7.7;82.0;0.0;923.0;39.1828
2007-01-28;2007-01-28;2.1;8.0;-3.1;48.0;0.0;926.9;39.0081
2007-01-29;2007-01-29;6.9;16.4;1.2;32.0;0.0;920.3;38.8688
2007-01-30;2007-01-30;4.8;13.7;-0.2;53.0;0.0;919.2;38.7299
2007-01-31;2007-01-31;4.5;8.9;2.3;83.0;1.4;920.9;38.5913
2007-02-01;2007-02-01;2.7;4.8;0.8;96.0;0.0;922.9;38.4359
2007-02-02;2007-02-02;3.7;12.9;-0.6;87.0;0.0;925.6;38.2809
2007-02-03;2007-02-03;4.4;11.1;0.7;85.0;0.0;923.2;38.1436
2007-02-04;2007-02-04;4.4;8.4;1.2;85.0;0.0;922.7;38.0066
2007-02-05;2007-02-05;6.0;10.6;3.9;78.0;0.4;919.8;37.87
2007-02-06;2007-02-06;3.8;9.4;0.3;93.0;0.0;909.4;37.7337
2007-02-07;2007-02-07;4.0;13.1;0.7;86.0;0.0;906.0;37.5978
2007-02-08;2007-02-08;5.2;8.6;2.1;84.0;4.8;906.3;37.4623
2007-02-09;2007-02-09;5.4;13.9;0.8;87.0;0.0;907.9;37.3271
2007-02-10;2007-02-10;5.8;16.4;-1.1;70.0;0.0;912.3;37.1754
2007-02-11;2007-02-11;8.0;17.1;1.3;73.0;0.0;916.5;37.0242
2007-02-12;2007-02-12;9.8;16.2;2.4;67.0;0.0;912.0;36.9236
2007-02-13;2007-02-13;4.8;14.3;-1.7;62.0;0.0;917.6;36.7731
2007-02-14;2007-02-14;8.8;17.9;3.5;67.0;0.0;913.5;36.62300000000001
2007-02-15;2007-02-15;8.5;19.4;0.1;42.0;0.0;921.0;36.4568
2007-02-16;2007-02-16;11.2;19.9;6.1;20.0;0.0;917.8;36.3241
2007-02-17;2007-02-17;6.5;9.7;4.4;77.0;11.2;912.7;36.1754
2007-02-18;2007-02-18;4.6;7.2;3.0;96.0;2.2;911.8;36.0435
2007-02-19;2007-02-19;4.7;13.5;0.0;89.0;0.0;913.6;35.8955
2007-02-20;2007-02-20;6.8;14.6;1.8;84.0;0.0;911.3;35.7479
2007-02-21;2007-02-21;6.5;10.3;3.1;89.0;0.0;915.1;35.6007
2007-02-22;2007-02-22;5.2;8.6;3.1;93.0;0.0;913.7;35.4866
2007-02-23;2007-02-23;7.0;16.5;2.1;82.0;0.2;913.5;35.3726
2007-02-24;2007-02-24;7.6;17.0;2.6;80.0;0.0;915.6;35.2752
2007-02-25;2007-02-25;5.5;12.3;1.8;87.0;3.0;914.6;35.1456
2007-02-26;2007-02-26;5.1;14.4;-1.5;75.0;0.0;918.2;35.0324
2007-02-27;2007-02-27;6.0;14.8;-0.3;80.0;0.0;922.1;34.9517
2007-02-28;2007-02-28;9.6;19.0;5.4;80.0;0.0;918.1;34.8389
2007-03-01;2007-03-01;8.8;15.9;3.8;76.0;0.0;916.0;34.7425
2007-03-02;2007-03-02;9.7;18.8;3.3;72.0;0.0;917.3;34.5822
2007-03-03;2007-03-03;10.8;19.0;5.1;79.0;0.0;919.8;34.4862
2007-03-04;2007-03-04;12.2;22.5;5.7;70.0;0.0;919.8;34.3905
2007-03-05;2007-03-05;9.0;15.6;3.7;67.0;0.0;921.8;34.3108
2007-03-06;2007-03-06;6.2;13.6;2.1;67.0;0.0;918.2;34.2472
2007-03-07;2007-03-07;4.1;10.7;-0.3;86.0;7.4;908.6;34.1836
2007-03-08;2007-03-08;7.2;15.0;1.2;55.0;0.2;915.4;34.0884
2007-03-09;2007-03-09;7.5;13.8;0.9;45.0;0.0;925.5;33.9618
2007-03-10;2007-03-10;8.1;12.9;5.0;27.0;0.0;926.3;33.8986
2007-03-11;2007-03-11;8.3;16.8;2.5;36.0;0.0;925.8;33.8197
2007-03-12;2007-03-12;7.5;16.2;1.8;48.0;0.0;924.8;33.7567
2007-03-13;2007-03-13;9.5;18.9;4.3;42.0;0.0;926.4;33.678000000000004
2007-03-14;2007-03-14;11.3;20.4;5.6;46.0;0.0;927.4;33.6152
2007-03-15;2007-03-15;10.6;19.0;6.0;53.0;0.4;925.3;33.5211
2007-03-16;2007-03-16;8.8;19.4;4.7;68.0;8.0;923.8;33.4428
2007-03-17;2007-03-17;8.6;17.7;2.9;68.0;0.0;924.6;33.3803
2007-03-18;2007-03-18;7.2;16.9;0.1;76.0;0.0;918.8;33.2867
2007-03-19;2007-03-19;4.8;12.4;-1.3;61.0;0.0;901.6;33.2089
2007-03-20;2007-03-20;-0.7;4.6;-4.4;70.0;0.2;901.0;33.1312
2007-03-21;2007-03-21;2.4;9.6;-4.6;32.0;0.0;904.5;33.0381
2007-03-22;2007-03-22;3.2;9.0;-1.7;32.0;0.0;911.4;32.9607
2007-03-23;2007-03-23;4.0;14.0;-4.2;57.0;0.0;909.9;32.868
2007-03-24;2007-03-24;5.1;14.1;-0.4;62.0;0.0;907.8;32.8064
2007-03-25;2007-03-25;4.3;10.7;-0.5;68.0;0.0;911.2;32.7448
2007-03-26;2007-03-26;5.6;13.1;-0.2;73.0;0.0;914.9;32.668
2007-03-27;2007-03-27;5.5;9.3;1.6;86.0;0.0;914.9;32.6067
2007-03-28;2007-03-28;5.9;10.0;3.5;72.0;0.0;912.9;32.5301
2007-03-29;2007-03-29;8.4;16.4;4.3;59.0;0.0;915.4;32.469
2007-03-30;2007-03-30;6.0;13.8;2.9;79.0;0.0;913.4;32.408
2007-03-31;2007-03-31;5.6;13.0;2.8;88.0;16.4;911.8;32.3471
2007-04-01;2007-04-01;6.0;8.9;3.2;96.0;3.6;915.5;32.3015
2007-04-02;2007-04-02;7.5;10.7;4.7;91.0;39.0;917.1;32.3471
2007-04-03;2007-04-03;5.6;9.2;3.5;95.0;15.0;911.5;33.3023
2007-04-04;2007-04-04;5.0;15.2;1.6;89.0;18.2;907.3;34.8389
2007-04-05;2007-04-05;6.3;9.8;1.5;81.0;0.8;914.2;35.4703
2007-04-06;2007-04-06;9.5;17.4;4.8;70.0;1.0;919.0;35.8791
2007-04-07;2007-04-07;9.0;17.2;3.7;73.0;0.0;920.8;36.291
2007-04-08;2007-04-08;10.3;19.7;3.5;70.0;0.0;920.6;36.6064
2007-04-09;2007-04-09;10.0;15.2;4.6;71.0;0.0;920.8;36.9236
2007-04-10;2007-04-10;8.9;13.7;6.7;81.0;0.8;920.7;37.1754
2007-04-11;2007-04-11;10.3;15.5;6.4;77.0;0.2;919.7;37.4623
2007-04-12;2007-04-12;9.5;12.5;7.7;85.0;10.8;915.4;37.7337
2007-04-13;2007-04-13;9.6;13.6;7.7;94.0;8.4;915.1;38.2637
2007-04-14;2007-04-14;10.6;16.7;7.7;77.0;3.4;918.6;39.4108
2007-04-15;2007-04-15;13.3;20.5;8.5;63.0;2.2;921.1;40.8183
2007-04-16;2007-04-16;15.7;25.1;9.8;54.0;0.0;921.1;41.9865
2007-04-17;2007-04-17;13.6;21.8;9.8;68.0;5.6;920.8;42.9921
2007-04-18;2007-04-18;14.9;24.9;10.5;62.0;3.2;919.9;43.9586
2007-04-19;2007-04-19;15.9;24.3;10.7;58.0;0.0;918.1;44.8831
2007-04-20;2007-04-20;15.2;23.8;10.0;66.0;0.0;918.4;45.6842
2007-04-21;2007-04-21;15.0;25.0;10.6;69.0;2.0;920.1;46.4562
2007-04-22;2007-04-22;16.9;25.3;9.5;49.0;0.0;923.1;47.2582
2007-04-23;2007-04-23;18.0;26.6;10.9;45.0;0.0;924.8;47.9279
2007-04-24;2007-04-24;18.6;27.2;12.6;43.0;0.0;921.4;48.5431
2007-04-25;2007-04-25;16.6;25.4;9.7;46.0;0.0;916.8;49.1021
2007-04-26;2007-04-26;14.3;21.0;9.2;60.0;0.0;917.3;49.5822
2007-04-27;2007-04-27;12.6;21.4;7.5;71.0;1.4;920.2;50.0448
2007-04-28;2007-04-28;11.2;19.8;7.0;82.0;3.4;920.7;50.4682
2007-04-29;2007-04-29;11.2;19.8;6.9;76.0;5.6;917.1;50.8942
2007-04-30;2007-04-30;13.6;21.6;6.7;67.0;0.0;912.3;51.1726
2007-05-01;2007-05-01;7.4;10.3;3.8;95.0;42.4;908.9;51.4521
2007-05-02;2007-05-02;7.5;14.1;3.6;84.0;0.6;910.4;53.0432
2007-05-03;2007-05-03;8.8;15.9;4.4;83.0;1.8;909.0;54.3566
2007-05-04;2007-05-04;9.0;15.8;4.3;87.0;0.4;909.0;55.3066
2007-05-05;2007-05-05;11.6;18.7;6.9;65.0;0.8;913.5;56.0617
2007-05-06;2007-05-06;14.4;21.4;7.6;42.0;0.0;918.8;56.6855
2007-05-07;2007-05-07;15.2;23.0;9.7;46.0;0.0;923.0;57.2444
2007-05-08;2007-05-08;15.9;24.7;7.2;70.0;0.0;925.8;57.7135
2007-05-09;2007-05-09;18.4;26.5;10.5;56.0;0.0;925.7;58.1146
2007-05-10;2007-05-10;19.4;27.4;11.3;51.0;0.0;921.8;58.5659
2007-05-11;2007-05-11;19.1;26.1;12.2;49.0;0.0;918.4;58.9724
2007-05-12;2007-05-12;18.0;25.9;10.5;61.0;0.0;918.1;59.3336
2007-05-13;2007-05-13;18.5;26.5;10.7;55.0;0.0;914.4;59.6971
2007-05-14;2007-05-14;12.7;20.7;6.2;73.0;5.0;915.3;59.9896
2007-05-15;2007-05-15;11.7;19.3;4.4;72.0;0.0;922.1;60.2836
2007-05-16;2007-05-16;12.5;18.1;8.0;76.0;0.0;920.6;60.5543
2007-05-17;2007-05-17;11.8;16.8;6.3;81.0;0.0;919.7;60.7271
2007-05-18;2007-05-18;19.3;29.5;10.8;66.0;0.0;918.0;60.925
2007-05-19;2007-05-19;16.2;23.5;12.6;79.0;2.6;917.0;61.1234
2007-05-20;2007-05-20;18.2;27.2;11.4;59.0;0.0;915.5;61.2476
2007-05-21;2007-05-21;16.3;25.1;9.6;57.0;3.4;916.9;61.372
2007-05-22;2007-05-22;20.0;28.9;12.9;46.0;0.0;919.3;61.4467
2007-05-23;2007-05-23;20.3;29.7;13.3;55.0;0.0;918.6;61.4965
2007-05-24;2007-05-24;21.3;30.2;15.0;48.0;0.0;916.6;61.4965
2007-05-25;2007-05-25;18.8;28.7;10.0;53.0;1.0;911.2;61.5215
2007-05-26;2007-05-26;13.6;22.7;8.7;85.0;0.4;908.6;61.5215
2007-05-27;2007-05-27;13.1;20.8;7.3;73.0;0.6;907.7;61.5713
2007-05-28;2007-05-28;10.7;19.1;2.6;55.0;0.0;908.6;61.5963
2007-05-29;2007-05-29;12.1;22.4;4.0;47.0;0.0;914.0;61.5713
2007-05-30;2007-05-30;15.9;25.1;7.0;62.0;0.0;915.5;61.5464
2007-05-31;2007-05-31;14.9;21.2;8.7;70.0;1.2;914.1;61.4965
2007-06-01;2007-06-01;12.8;21.9;7.2;70.0;0.0;918.9;61.3969
2007-06-02;2007-06-02;15.5;25.9;5.8;51.0;0.0;920.0;61.3222
2007-06-03;2007-06-03;16.4;24.7;11.2;54.0;0.0;919.9;61.2974
2007-06-04;2007-06-04;15.2;25.5;11.0;73.0;1.6;919.7;61.1979
2007-06-05;2007-06-05;14.3;22.1;10.6;80.0;1.6;917.1;61.1482
2007-06-06;2007-06-06;15.2;25.5;10.9;77.0;2.8;915.0;61.0986
2007-06-07;2007-06-07;16.9;25.2;10.9;75.0;0.4;916.5;61.1234
2007-06-08;2007-06-08;20.2;30.1;12.8;65.0;0.0;920.0;61.0986
2007-06-09;2007-06-09;19.5;29.9;14.9;67.0;2.4;919.7;61.1234
2007-06-10;2007-06-10;20.1;28.5;13.2;60.0;0.0;918.3;61.1979
2007-06-11;2007-06-11;19.8;28.1;12.0;60.0;0.2;918.6;61.1979
2007-06-12;2007-06-12;19.3;28.0;14.6;64.0;1.6;916.8;61.1731
2007-06-13;2007-06-13;21.3;30.8;13.8;53.0;0.0;913.1;61.1234
2007-06-14;2007-06-14;20.1;27.8;12.8;58.0;0.0;911.6;61.0242
2007-06-15;2007-06-15;18.6;25.9;12.2;59.0;1.4;913.3;60.9002
2007-06-16;2007-06-16;17.6;24.4;12.0;62.0;0.0;915.1;60.7518
2007-06-17;2007-06-17;19.7;27.7;12.6;59.0;0.0;913.9;60.6036
2007-06-18;2007-06-18;17.1;22.3;14.2;77.0;2.4;916.1;60.4311
2007-06-19;2007-06-19;23.3;31.7;14.5;53.0;0.0;914.9;60.2836
2007-06-20;2007-06-20;21.6;30.1;15.9;56.0;0.0;916.6;60.0875
2007-06-21;2007-06-21;19.4;27.1;13.0;57.0;0.0;917.7;59.9408
2007-06-22;2007-06-22;19.2;27.3;12.3;56.0;0.0;918.5;59.7701
2007-06-23;2007-06-23;18.9;28.3;11.0;64.0;0.0;920.1;59.5757
2007-06-24;2007-06-24;21.3;30.9;11.9;56.0;0.2;917.3;59.4061
2007-06-25;2007-06-25;21.3;29.2;13.9;47.0;0.0;914.9;59.2129
2007-06-26;2007-06-26;16.8;25.1;9.3;58.0;0.0;916.4;58.9964
2007-06-27;2007-06-27;16.6;25.2;8.2;68.0;0.0;916.7;58.7807
2007-06-28;2007-06-28;19.1;28.0;12.8;74.0;0.0;918.9;58.4468
2007-06-29;2007-06-29;21.1;30.6;15.7;71.0;0.0;920.7;58.091
2007-06-30;2007-06-30;21.9;31.2;13.9;61.0;0.0;920.3;57.7841
2007-07-01;2007-07-01;19.8;27.4;13.0;49.0;3.2;916.8;57.502
2007-07-02;2007-07-02;19.9;28.3;13.6;63.0;0.0;916.9;57.2211
2007-07-03;2007-07-03;20.5;29.6;12.5;65.0;0.0;916.7;56.9645
2007-07-04;2007-07-04;19.6;29.3;13.8;65.0;0.0;918.5;56.6855
2007-07-05;2007-07-05;18.3;27.6;9.9;61.0;0.0;923.1;56.4076
2007-07-06;2007-07-06;21.7;33.0;11.2;61.0;0.0;922.2;56.1538
2007-07-07;2007-07-07;24.1;34.1;15.7;44.0;0.0;920.8;55.9009
2007-07-08;2007-07-08;24.7;34.0;16.2;40.0;0.0;919.8;55.6717
2007-07-09;2007-07-09;19.0;27.3;12.0;64.0;0.0;919.4;55.4433
2007-07-10;2007-07-10;16.1;26.7;6.9;56.0;0.0;920.1;55.2156
2007-07-11;2007-07-11;16.0;23.9;10.5;79.0;1.6;921.1;54.9659
2007-07-12;2007-07-12;19.1;29.0;13.9;73.0;0.0;922.5;54.6945
2007-07-13;2007-07-13;20.8;31.1;12.5;65.0;0.0;921.4;54.4466
2007-07-14;2007-07-14;21.2;30.9;13.7;65.0;0.0;922.4;54.1771
2007-07-15;2007-07-15;22.8;32.7;14.3;29.0;0.0;921.1;53.931
2007-07-16;2007-07-16;24.4;33.4;15.4;41.0;0.0;918.5;53.6412
2007-07-17;2007-07-17;23.3;32.2;17.5;56.0;0.0;918.7;53.397
2007-07-18;2007-07-18;23.4;32.3;16.3;63.0;0.0;918.6;53.1315
2007-07-19;2007-07-19;22.8;31.8;16.0;61.0;0.0;916.8;52.867
2007-07-20;2007-07-20;20.0;28.5;14.3;75.0;0.0;917.5;52.6036
2007-07-21;2007-07-21;17.7;24.7;13.8;75.0;0.0;917.8;52.3848
2007-07-22;2007-07-22;18.7;26.4;13.2;73.0;0.0;916.4;52.1015
2007-07-23;2007-07-23;21.0;28.3;15.2;59.0;0.0;909.9;51.8626
2007-07-24;2007-07-24;19.9;29.5;11.8;59.0;0.0;915.8;51.603
2007-07-25;2007-07-25;20.8;30.2;14.2;67.0;0.0;918.5;51.3444
2007-07-26;2007-07-26;23.3;33.1;15.0;61.0;0.0;918.4;51.0868
2007-07-27;2007-07-27;24.4;32.8;17.9;50.0;0.0;920.3;50.8301
2007-07-28;2007-07-28;23.6;32.9;16.8;56.0;0.0;921.7;50.5319
2007-07-29;2007-07-29;21.1;32.0;15.0;72.0;0.0;921.0;50.2773
2007-07-30;2007-07-30;22.0;32.2;16.1;65.0;0.0;917.8;49.9816
2007-07-31;2007-07-31;21.8;31.8;16.3;71.0;0.0;916.6;49.7501
2007-08-01;2007-08-01;21.8;31.4;13.9;69.0;0.0;916.5;49.4776
2007-08-02;2007-08-02;21.9;31.4;15.5;69.0;0.0;917.8;49.2478
2007-08-03;2007-08-03;21.3;29.7;14.6;65.0;0.0;921.1;48.9567
2007-08-04;2007-08-04;21.3;32.0;13.7;69.0;0.0;921.8;48.6875
2007-08-05;2007-08-05;23.2;33.3;15.8;61.0;0.0;917.7;48.399
2007-08-06;2007-08-06;20.0;30.5;14.1;73.0;54.4;915.1;48.1527
2007-08-07;2007-08-07;15.5;16.7;13.5;96.0;2.6;915.7;48.0913
2007-08-08;2007-08-08;15.1;23.1;10.5;82.0;1.8;916.4;48.2142
2007-08-09;2007-08-09;16.4;25.3;11.2;74.0;0.0;917.4;48.2142
2007-08-10;2007-08-10;17.2;25.6;11.3;73.0;0.0;915.5;48.1118
2007-08-11;2007-08-11;19.6;28.9;12.1;69.0;0.0;914.0;48.0096
2007-08-12;2007-08-12;18.6;27.6;11.9;79.0;5.8;914.3;47.9279
2007-08-13;2007-08-13;19.0;26.3;12.8;65.0;0.0;915.8;47.8871
2007-08-14;2007-08-14;21.0;29.9;13.6;65.0;0.0;916.9;47.8871
2007-08-15;2007-08-15;21.8;30.8;15.2;66.0;0.0;915.0;47.8259
2007-08-16;2007-08-16;17.9;25.8;14.1;81.0;0.0;917.5;47.7445
2007-08-17;2007-08-17;17.3;24.7;9.5;72.0;0.0;921.1;47.6835
2007-08-18;2007-08-18;18.8;27.1;14.1;79.0;0.0;918.1;47.582
2007-08-19;2007-08-19;15.4;18.6;12.7;97.0;8.0;916.2;47.5009
2007-08-20;2007-08-20;14.1;21.9;7.8;78.0;0.0;913.0;47.4401
2007-08-21;2007-08-21;13.7;21.1;8.4;76.0;0.0;909.2;47.3794
2007-08-22;2007-08-22;10.6;16.4;8.4;95.0;2.8;914.5;47.3188
2007-08-23;2007-08-23;14.9;21.9;10.8;83.0;0.6;917.2;47.2381
2007-08-24;2007-08-24;15.9;21.4;11.6;83.0;0.2;922.2;47.1373
2007-08-25;2007-08-25;21.0;28.8;14.1;55.0;0.2;925.4;47.0165
2007-08-26;2007-08-26;24.4;34.1;17.2;50.0;0.0;925.5;46.896
2007-08-27;2007-08-27;26.4;34.8;20.6;40.0;0.0;921.3;46.7558
2007-08-28;2007-08-28;26.3;35.3;19.3;35.0;0.0;917.0;46.6158
2007-08-29;2007-08-29;22.6;31.3;15.9;54.0;2.6;912.5;46.4961
2007-08-30;2007-08-30;16.4;26.0;10.1;75.0;1.2;915.9;46.3368
2007-08-31;2007-08-31;15.7;25.5;7.0;61.0;0.0;919.7;46.0987
2007-09-01;2007-09-01;16.9;26.6;9.4;70.0;0.0;920.9;45.901
2007-09-02;2007-09-02;18.8;27.5;12.4;72.0;0.0;919.8;45.6646
2007-09-03;2007-09-03;18.4;27.5;13.5;72.0;0.2;918.8;45.4487
2007-09-04;2007-09-04;17.4;24.8;10.4;74.0;0.0;918.3;45.253
2007-09-05;2007-09-05;16.0;25.0;9.4;74.0;0.0;921.6;45.0191
2007-09-06;2007-09-06;17.3;26.9;8.8;60.0;0.0;921.4;44.7861
2007-09-07;2007-09-07;17.5;25.9;11.8;76.0;0.0;920.7;44.5927
2007-09-08;2007-09-08;18.0;26.7;13.3;76.0;0.0;920.0;44.4769
2007-09-09;2007-09-09;18.9;28.3;12.6;76.0;0.0;918.2;44.2652
2007-09-10;2007-09-10;17.6;27.0;11.9;76.0;0.0;919.2;44.0351
2007-09-11;2007-09-11;17.5;27.3;11.2;74.0;0.0;918.5;43.9013
2007-09-12;2007-09-12;17.4;25.7;12.2;76.0;0.0;920.0;43.7297
2007-09-13;2007-09-13;18.1;26.5;12.0;62.0;0.0;920.4;43.5017
2007-09-14;2007-09-14;16.9;21.4;13.8;79.0;0.0;920.9;43.2746
2007-09-15;2007-09-15;18.0;25.0;12.8;70.0;0.0;922.8;43.0673
2007-09-16;2007-09-16;18.4;27.0;12.6;69.0;0.0;921.1;42.8419
2007-09-17;2007-09-17;16.9;27.8;10.9;76.0;11.8;917.1;42.5988
2007-09-18;2007-09-18;15.1;21.2;10.4;83.0;0.2;918.5;42.4311
2007-09-19;2007-09-19;12.5;21.0;5.2;75.0;0.0;921.9;42.1898
2007-09-20;2007-09-20;15.0;24.0;9.1;82.0;0.0;923.7;41.9865
2007-09-21;2007-09-21;15.8;22.1;11.2;88.0;0.0;923.7;41.7655
2007-09-22;2007-09-22;16.2;21.7;13.9;86.0;0.0;923.1;41.5455
2007-09-23;2007-09-23;15.9;20.3;13.4;85.0;14.8;922.8;41.3263
2007-09-24;2007-09-24;16.2;23.5;11.8;85.0;1.2;920.5;41.108
2007-09-25;2007-09-25;14.0;18.5;8.4;90.0;0.0;918.0;40.8906
2007-09-26;2007-09-26;11.5;19.8;5.3;61.0;0.0;914.1;40.6741
2007-09-27;2007-09-27;8.2;14.5;3.0;52.0;0.0;910.1;40.4405
2007-09-28;2007-09-28;8.3;17.6;0.2;53.0;0.0;914.1;40.1901
2007-09-29;2007-09-29;13.3;20.9;6.0;79.0;2.2;917.8;39.9586
2007-09-30;2007-09-30;15.7;23.3;10.8;84.0;0.2;921.4;39.7636
2007-10-01;2007-10-01;16.9;24.9;11.4;77.0;0.0;923.1;39.534
2007-10-02;2007-10-02;16.6;25.2;11.0;84.0;0.0;920.5;39.2354
2007-10-03;2007-10-03;15.1;19.8;12.2;85.0;0.4;919.1;38.921
2007-10-04;2007-10-04;15.0;22.3;11.5;91.0;16.4;919.1;38.7125
2007-10-05;2007-10-05;13.7;21.6;10.3;89.0;0.2;917.7;38.6432
2007-10-06;2007-10-06;13.6;21.5;9.5;86.0;0.0;918.1;38.4186
2007-10-07;2007-10-07;15.1;22.9;10.1;82.0;0.0;919.7;38.1436
2007-10-08;2007-10-08;13.1;18.1;9.5;95.0;4.2;922.6;37.9553
2007-10-09;2007-10-09;12.7;20.1;8.3;82.0;0.0;923.4;37.8018
2007-10-10;2007-10-10;9.8;17.7;6.3;90.0;15.4;919.6;37.6318
2007-10-11;2007-10-11;11.8;19.3;6.8;78.0;0.4;919.9;37.6487
2007-10-12;2007-10-12;11.0;19.3;6.1;76.0;0.0;920.1;37.6827
2007-10-13;2007-10-13;11.4;19.2;6.7;82.0;0.0;919.5;37.6148
2007-10-14;2007-10-14;12.4;20.4;7.8;79.0;0.0;920.9;37.5639
2007-10-15;2007-10-15;12.1;19.2;8.1;73.0;0.0;921.1;37.4961
2007-10-16;2007-10-16;12.1;19.0;7.1;82.0;0.0;921.7;37.3608
2007-10-17;2007-10-17;12.5;17.2;9.5;86.0;0.0;921.6;37.2259
2007-10-18;2007-10-18;12.6;20.4;8.2;74.0;0.0;922.7;37.0745
2007-10-19;2007-10-19;11.4;17.9;6.8;79.0;0.0;922.5;36.9403
2007-10-20;2007-10-20;9.0;17.5;2.7;79.0;0.0;920.6;36.8399
2007-10-21;2007-10-21;6.0;14.6;-0.1;76.0;0.0;920.3;36.723
2007-10-22;2007-10-22;7.3;13.9;3.6;84.0;0.0;915.3;36.6064
2007-10-23;2007-10-23;9.5;17.4;6.1;81.0;0.0;912.5;36.5066
2007-10-24;2007-10-24;9.7;15.7;5.9;84.0;0.0;911.1;36.4402
2007-10-25;2007-10-25;7.7;12.0;4.1;81.0;0.0;912.1;36.3573
2007-10-26;2007-10-26;6.7;12.2;4.1;88.0;0.0;915.2;36.258
2007-10-27;2007-10-27;8.6;16.5;4.4;81.0;0.0;923.5;36.1424
2007-10-28;2007-10-28;10.2;18.0;5.4;69.0;0.0;922.6;36.027
2007-10-29;2007-10-29;10.5;18.0;5.2;65.0;0.0;916.9;35.9283
2007-10-30;2007-10-30;8.1;14.3;3.4;55.0;0.0;913.6;35.8134
2007-10-31;2007-10-31;8.9;15.2;4.5;45.0;0.0;916.9;35.7152
2007-11-01;2007-11-01;7.3;15.1;2.8;66.0;0.0;923.0;35.6007
2007-11-02;2007-11-02;8.1;15.7;3.3;70.0;0.0;925.1;35.4866
2007-11-03;2007-11-03;9.0;17.3;4.9;70.0;0.0;922.4;35.3726
2007-11-04;2007-11-04;8.5;15.5;5.0;81.0;0.0;919.4;35.2914
2007-11-05;2007-11-05;7.0;13.0;4.0;90.0;0.0;922.9;35.1779
2007-11-06;2007-11-06;6.5;13.9;2.9;85.0;0.0;924.9;35.0647
2007-11-07;2007-11-07;6.3;15.6;1.2;78.0;0.0;925.2;34.9678
2007-11-08;2007-11-08;9.1;18.6;4.3;55.0;0.0;920.5;34.855
2007-11-09;2007-11-09;5.1;12.0;1.1;80.0;0.0;922.0;34.7586
2007-11-10;2007-11-10;4.6;12.1;0.2;82.0;0.0;923.9;34.6463
2007-11-11;2007-11-11;5.1;13.5;0.2;78.0;0.0;920.4;34.5342
2007-11-12;2007-11-12;4.6;12.2;-0.8;79.0;0.0;918.3;34.4383
2007-11-13;2007-11-13;4.6;11.5;0.4;85.0;0.0;916.8;34.3267
2007-11-14;2007-11-14;3.6;10.5;-1.1;74.0;0.0;909.8;34.2313
2007-11-15;2007-11-15;3.0;9.5;-1.4;34.0;0.0;910.3;34.136
2007-11-16;2007-11-16;0.5;7.3;-3.8;28.0;0.0;915.0;34.0726
2007-11-17;2007-11-17;-0.6;7.7;-5.8;39.0;0.0;916.8;33.9618
2007-11-18;2007-11-18;1.5;9.7;-2.9;35.0;0.0;911.1;33.8512
2007-11-19;2007-11-19;4.8;10.5;-1.1;31.0;0.0;909.5;33.7409
2007-11-20;2007-11-20;8.4;10.4;4.7;93.0;18.8;910.4;33.6152
